GEOID,metro_name,year,n_teams,murder_z,murder_rate,win_amean,win_hmean,win_prev,playoff_share,playoff_share_prev,log_income,unemployment_rate,poverty_rate,log_home_value,log_pop,race_black_nonhispanic_rate,hispanic_or_latino_rate,bachelors_plus_rate,pop_18_to_64_rate
11460,"Ann Arbor, MI Metro Area",2023,1,0.9075928557156839,2.58,1,1,0.929,1,1,11.375454895394169,4.362123552714092,13.842958634123985,12.774223335915433,12.816908296585709,11.385907479492069,5.643142939352976,58.13050562655939,66.35341509362259
12020,"Athens-Clarke County, GA Metro Area",2013,1,-0.6914270164457165,4.09,0.615,0.615,0.857,0,0,10.614032510272494,8.338447954689839,27.31249455242744,12.002118788609105,12.180129000725227,19.24229517954823,8.061966974209506,34.121511253167576,68.83691335091699
12020,"Athens-Clarke County, GA Metro Area",2014,1,-0.8267597064973692,3.94,0.769,0.769,0.615,0,0,10.63643220297014,8.542026558707887,26.479087781084747,11.974140588182884,12.187333152906007,19.233571250261097,8.157442927957531,34.36380511245847,68.66883695812764
12020,"Athens-Clarke County, GA Metro Area",2015,1,-1.0432920105800134,3.7,0.769,0.769,0.769,0,0,10.604305239400293,8.059184801309657,26.771132435980917,11.96908368739391,12.1971580281406,19.512170513305588,8.185143145415562,34.96421578267822,68.37886240383403
12020,"Athens-Clarke County, GA Metro Area",2016,1,-0.9530702172122453,3.8,0.615,0.615,0.769,0,0,10.620229181949702,7.520882872995549,25.868238154382812,11.97791655239242,12.207137078820002,19.94675670411012,8.177790652954602,35.63064879212445,68.01256661655337
12020,"Athens-Clarke County, GA Metro Area",2017,1,-0.38467291899530354,4.43,0.867,0.867,0.615,1,0,10.655328079435291,6.932754275696512,25.3541253781162,11.999048476095847,12.21987692650657,20.078903244895947,8.309991123384949,36.44180545974179,67.75323010158793
12020,"Athens-Clarke County, GA Metro Area",2018,1,-0.33956202231141863,4.48,0.786,0.7859999999999999,0.867,0,0,10.719869547430703,6.028434539085294,23.225966201019336,12.04472949512141,12.23224221566207,20.09322805804104,8.386628544151813,38.185978680374824,67.45200995601624
12020,"Athens-Clarke County, GA Metro Area",2019,1,-0.6192495817515016,4.17,0.857,0.857,0.786,0,0,10.762445737763038,5.096409542781437,22.01509031323832,12.093463701147519,12.247488063939638,20.451220155715568,8.596497119309978,39.356858281161074,66.9620113500626
12020,"Athens-Clarke County, GA Metro Area",2020,1,0.8513656501431255,5.8,0.8,0.8,0.857,0,0,10.809788552780915,5.287386434873733,20.50582131869458,12.174065849395086,12.258712532854354,20.24998814098003,8.660879464921019,40.14892426315135,66.8583084293914
12020,"Athens-Clarke County, GA Metro Area",2021,1,1.4287851276968446,6.44,0.933,0.9329999999999999,0.8,1,1,10.877254425547346,5.068551210702834,20.118545537444433,12.261980277468469,12.273198441783082,19.588004825000233,8.881366709368542,41.660991268814904,66.57331475645904
12020,"Athens-Clarke County, GA Metro Area",2022,1,1.5190069210646129,6.54,1,1,0.933,1,1,10.987493688814876,4.8528357369104125,20.105208759921215,12.438374134629148,12.283931431720744,18.77341646854214,9.002099965771484,42.61118430018625,66.46900469023193
12020,"Athens-Clarke County, GA Metro Area",2023,1,1.0588757748889934,6.03,0.929,0.929,1,0,0,11.049253746797524,4.5328757030674405,19.701678661710755,12.545754013092335,12.293121521816696,18.534763279710344,9.308400934964938,43.497413574633654,65.7889912461616
12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",2013,4,-0.8337416353395103,17.07,0.5152233104266988,0.40217479989127475,0.6850510174224184,0.5,0.5,10.94385259951221,11.440071511966272,15.31198219027674,12.045903893377352,15.498045760556499,32.07824023605102,10.373057137375689,34.93257705171157,64.38915551378129
12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",2014,4,-0.8815613244727685,16.84,0.652749891318887,0.5865875406190294,0.5152233104266988,0.25,0.25,10.944082234834664,10.75256207078711,15.6754859613245,12.028141437037512,15.512052893059122,32.326706999913654,10.43993523069345,35.28581488252804,64.23294145813065
12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",2015,4,-0.7292660101679358,17.572499999999998,0.47290474936463345,0.420379922086626,0.652749891318887,0.25,0.25,10.950806546816688,9.47881752921135,15.574398586129703,12.032314319396708,15.526753332204551,32.52104424317407,10.451427670287256,35.8494908872869,64.05862383592581
12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",2016,4,-0.7807241539091583,17.325000000000003,0.6200712530096308,0.6086556002661561,0.47290474936463345,0.5,0.5,10.988389617470986,8.162337597683441,14.86675107012826,12.062779475703698,15.54055616393504,32.902500847619635,10.4186929215253,36.48533718775537,63.81349196663256
12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",2017,4,-0.6580562556977577,17.915,0.4788618955658106,0.40301393760544135,0.6200712530096308,0.5,0.5,11.030573912943494,7.0100317010375255,13.929397115803145,12.123777402803343,15.556150401933948,33.10097018237184,10.525066698941762,36.979061573563875,63.65520725347703
12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",2018,4,-0.6024398781188592,18.1825,0.5166018927233815,0.4568329757365741,0.4788618955658106,0.25,0.5,11.078536053283662,5.911960854409694,13.05374168537335,12.202064624132635,15.569821329758083,33.37652650427903,10.5838206767653,37.80184743084749,63.521680128413315
12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",2019,4,-0.43663030384158374,18.98,0.44636116823836275,0.33860020233606175,0.5166018927233815,0.25,0.25,11.131899278739082,5.158469178672793,12.106832882446785,12.287652632522597,15.584073727899977,33.63096903260494,10.688547945355028,38.5830420089803,63.39242947968281
12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",2020,4,1.0442207216002912,26.1025,0.3188802041532905,0.2615558903117957,0.44636116823836275,0.25,0.25,11.173149777960127,5.228813283224831,11.39274101673374,12.36179352052695,15.5983987939039,33.64288395105572,10.732253933406511,39.50588840469717,63.30474080411528
12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",2021,4,1.5775142112820617,28.6675,0.48689388543338685,0.41205397321259835,0.3188802041532905,0.5,0.25,11.228797070717745,5.203525968706839,11.098886516474456,12.43758111317601,15.611715796764154,33.71509344862408,10.974152833026976,40.369999051463225,63.28832498663455
12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",2022,4,1.445490286935892,28.0325,0.5573482393659711,0.4986065974954417,0.48689388543338685,0.5,0.5,11.322067577153987,5.030660580298091,10.841679491213483,12.610870864650634,15.622938630980268,33.84072067247363,11.14839455321562,40.990144797759584,63.33394697602134
12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",2023,3,0.8551943417293321,25.19333333333333,0.6306377742108079,0.5542255981648154,0.5573482393659711,0.33333333333333337,0.33333333333333337,11.366025104606752,4.954504774175373,10.952044521914774,12.722184273725402,15.636333075500236,33.48136786889683,12.130073529971243,41.45151335285787,63.08202592968003
12220,"Auburn-Opelika, AL Metro Area",2013,1,-0.9620799270709615,2.88,0.857,0.857,0.25,0,0,10.681481268506191,9.312851460704978,22.039232065444388,11.897507362161969,11.880377130880177,22.704199993075033,3.51511374259894,32.51777750994335,68.5308680447353
12220,"Auburn-Opelika, AL Metro Area",2014,1,-1.0879303823959194,2.77,0.615,0.615,0.857,0,0,10.683752354441571,8.329503365865527,23.646272855133617,11.919057017621553,11.903547626208619,22.858109479667096,3.676838757696732,33.234417898241716,68.3713377089113
12220,"Auburn-Opelika, AL Metro Area",2015,1,-0.6646152144846966,3.14,0.538,0.538,0.615,0,0,10.704816265940602,7.176611934321185,23.76404417123919,11.946654038351252,11.924915903393533,22.98154746923474,3.718986369236068,34.026174855310586,68.20084513385702
12220,"Auburn-Opelika, AL Metro Area",2016,1,-0.6989380659369582,3.11,0.615,0.615,0.538,0,0,10.715661439517714,6.00658507470518,23.01159187421095,11.960172107093348,11.944363666316397,23.086516788245305,3.6902310535444016,34.412146638697436,67.89284623929015
12220,"Auburn-Opelika, AL Metro Area",2017,1,-0.7103790164210451,3.1,0.714,0.714,0.615,0,0,10.769831451557469,5.692073289838652,22.00452948482091,11.964637824243713,11.961430905267218,22.93977534690958,3.712076221128119,34.85268030978237,67.63986538694866
12220,"Auburn-Opelika, AL Metro Area",2018,1,-0.5502057096438255,3.24,0.615,0.615,0.714,0,0,10.780122276529998,5.6521571994208175,21.39987739823401,12.013700752882718,11.978462885537345,22.844927709103693,3.6820330598228352,34.08535815050322,67.39156365554
12220,"Auburn-Opelika, AL Metro Area",2019,1,-0.19553624463712596,3.55,0.692,0.692,0.615,0,0,10.848618381843448,5.133594271115195,19.59424210221235,12.039427568121226,11.990103297963964,22.725749602859413,3.676653097696585,35.31296687445263,67.05967037331216
12220,"Auburn-Opelika, AL Metro Area",2020,1,0.9256769028034102,4.53,0.545,0.545,0.692,0,0,10.876725564852034,4.649092003611919,19.369435211724102,12.065084952229196,12.004329708756044,22.34722655556983,3.727494631747022,36.4285354679555,66.81777304678181
12220,"Auburn-Opelika, AL Metro Area",2021,1,1.5206063279759388,5.05,0.462,0.462,0.545,0,0,10.954151822330893,4.249596557288865,19.924843725535062,12.136722567395381,12.056545427678044,22.06673905343653,3.8014667030535993,38.62099703185306,66.47486108127254
12220,"Auburn-Opelika, AL Metro Area",2022,1,1.1430549620010644,4.72,0.417,0.417,0.462,0,0,10.990162203631195,3.747303254854141,18.49898265440681,12.321185452630678,12.07326099383,22.06125875084225,3.8714982355561136,40.16286279929775,66.48984159976246
12220,"Auburn-Opelika, AL Metro Area",2023,1,1.2803463678101097,4.84,0.462,0.462,0.417,0,0,10.985140168879203,4.293705853335992,19.151707466110643,12.32207632128648,12.188997694739708,27.355122219170557,4.937084846450405,39.35706292785677,65.7155645071053
12580,"Baltimore-Columbia-Towson, MD Metro Area",2013,2,-0.8757580453613945,42.575,0.6205008025682184,0.5968771664786896,0.7368731942215089,0,0,11.147166529084098,8.277507330313822,10.889392202523137,12.547532423662426,14.82129238977223,28.34434998120001,4.7668947537055,36.04060831194951,64.27552007209833
12580,"Baltimore-Columbia-Towson, MD Metro Area",2014,2,-0.758116656743017,43.995,0.7537271268057786,0.7372500915727513,0.6205008025682184,1,1,11.160683537819985,8.07125906614526,11.000675598672045,12.533936507614786,14.828345616860597,28.42838443870769,4.9565336769574735,36.61661698138182,64.1668325224559
12580,"Baltimore-Columbia-Towson, MD Metro Area",2015,2,-0.845933467965186,42.935,0.4911717495987159,0.40522875816993464,0.7537271268057786,0,0,11.169533341059843,7.465211532560405,10.998610629333454,12.533576212168626,14.834292172033802,28.46544429995039,5.117375943112508,37.27120290688178,63.99084705204457
12580,"Baltimore-Columbia-Towson, MD Metro Area",2016,2,-0.6541448660979011,45.25,0.6429727126805779,0.6109263752833448,0.4911717495987159,0.5,0.5,11.195484970354173,6.64775928203375,10.789820255076158,12.544329003944888,14.838275465147081,28.605729208058044,5.2629515982930535,38.0781497314895,63.72124868701303
12580,"Baltimore-Columbia-Towson, MD Metro Area",2017,2,-0.7378193749039309,44.239999999999995,0.6003210272873194,0.5989304812834224,0.6429727126805779,0,0,11.233819842735949,5.979853953771047,10.547181104791004,12.562697588218864,14.842286651013504,28.71413477552336,5.464300424419333,38.732103545763515,63.48073995809531
12580,"Baltimore-Columbia-Towson, MD Metro Area",2018,2,-0.6073368487955185,45.815,0.478446227929374,0.42234091092085135,0.6003210272873194,0.5,0.5,11.273220527856793,5.490311958013383,10.40436053639678,12.586219945654049,14.842716350409585,28.749234762373575,5.634977177123422,39.46912855874427,63.19287568244876
12580,"Baltimore-Columbia-Towson, MD Metro Area",2019,2,-0.4184478586195314,48.095,0.6606292134831461,0.5524185318729166,0.478446227929374,0.5,0.5,11.309560030847907,5.031406430097026,10.070102485111835,12.606525211814795,14.843962508206749,28.86160387852541,5.827799793544825,40.32308260174135,62.89059413251103
12580,"Baltimore-Columbia-Towson, MD Metro Area",2020,2,1.039228361620158,65.69,0.3908507223113965,0.12320328542094455,0.6606292134831461,0.5,0.5,11.336319542772157,4.972811111922609,9.79396084040786,12.635254280255655,14.845282463518489,28.880202911913077,5.995050040583097,41.0104979445772,62.546675917636854
12580,"Baltimore-Columbia-Towson, MD Metro Area",2021,2,1.7425913118807421,74.18,0.4185361155698234,0.4130884992406461,0.3908507223113965,0,0,11.379542632738636,5.039341757396435,9.820485020079497,12.674512552799726,14.8583412492514,28.64339496489014,6.208258245610078,41.78230396059639,62.3628551298323
12580,"Baltimore-Columbia-Towson, MD Metro Area",2022,2,1.2471719429103898,68.2,0.6595505617977527,0.6541737649063032,0.4185361155698234,0.5,0.5,11.452825080717266,4.808433521343165,9.970365970555813,12.787729450056755,14.859316370699219,28.83325909637483,6.498051940049401,42.63306279107961,62.00960913801208
12580,"Baltimore-Columbia-Towson, MD Metro Area",2023,2,0.8685655020751877,63.63,0.8618170144462279,0.8577048007867212,0.6595505617977527,1,1,11.485554268174097,4.612885483180977,9.87629541622918,12.830137664902676,14.859106489890323,28.585913477065123,7.797326838084968,43.28454743876588,61.50892668157353
12940,"Baton Rouge, LA Metro Area",2013,1,-0.731560539519172,21.72,0.769,0.769,0.769,0,0,10.854141063037792,7.769422336266003,17.116746169947504,11.970983023197563,13.6033267288864,35.423013392415584,3.47594508516152,26.900709660387907,64.36643192023897
12940,"Baton Rouge, LA Metro Area",2014,1,-0.6541541723134113,22.22,0.615,0.615,0.769,0,0,10.855705117152361,7.754713637566363,17.525567258737247,11.974140588182884,13.61070409979117,35.43375408840152,3.558520136719829,26.879447073340433,64.23156460748277
12940,"Baton Rouge, LA Metro Area",2015,1,-0.64796166293695,22.26,0.75,0.75,0.615,0,0,10.867177004780158,7.3421833621395,17.642715979318016,11.994116283606528,13.616890092676497,35.349772705373226,3.6392754381535406,27.172263942362672,64.00304441850508
12940,"Baton Rouge, LA Metro Area",2016,1,-0.9777127872334911,20.13,0.667,0.667,0.75,0,0,10.878122661384527,6.856697396963124,17.492463370797168,12.010665849187564,13.622734947470098,35.3423866845648,3.680152109881928,27.249572985473947,63.72584327977232
12940,"Baton Rouge, LA Metro Area",2017,1,-0.827544434854315,21.1,0.692,0.692,0.667,0,0,10.921052462350916,6.669786131726648,16.922853576400694,12.032909026520985,13.627662960694735,35.286537048366135,3.805169528236204,27.641437968303496,63.39954219714
12940,"Baton Rouge, LA Metro Area",2018,1,-0.5086302019665809,23.16,0.769,0.769,0.692,0,0,10.949279065020654,6.212908859535385,16.124418045425923,12.065084952229196,13.628749561424062,35.282326593880256,3.8873393584220666,27.739042340812254,63.04514477328775
12940,"Baton Rouge, LA Metro Area",2019,1,-0.6092584793340696,22.51,1,1,0.769,1,0,10.983800084032804,6.091933280053623,15.862440725361544,12.110112254384262,13.658058768799517,35.145695162691176,4.0134938044147495,27.633213867601324,62.68731315505468
12940,"Baton Rouge, LA Metro Area",2020,1,1.0441415241809788,33.19,0.5,0.5,1,0,0,11.002816251187978,6.481483647182376,15.250611100172405,12.154779351142624,13.660935288011384,34.91997352876296,4.134204970009769,28.802948758375337,62.32482355426545
12940,"Baton Rouge, LA Metro Area",2021,1,1.604563622750687,36.81,0.462,0.462,0.5,0,0,11.05516656214093,6.678061910545788,15.283501399531636,12.190959007720126,13.673518330350934,34.928794368093236,4.2887043756079795,29.562472729320028,62.14621934746227
12940,"Baton Rouge, LA Metro Area",2022,1,1.2484943336041872,34.51,0.714,0.714,0.462,0,0,11.126954112933026,6.5005655179751445,15.482014524906612,12.31761402026308,13.675966841776049,34.78634787957528,4.45182838845422,30.171665949628668,62.2466096774379
12940,"Baton Rouge, LA Metro Area",2023,1,1.059622797622131,33.29,0.769,0.769,0.714,0,0,11.140556584351254,6.528235384261742,16.027635079486405,12.3557849187585,13.677832293224299,34.20922468868311,6.249404679249787,29.987171715747778,61.677754455868225
13980,"Blacksburg-Christiansburg, VA Metro Area",2013,1,-0.11841784928346706,0.45,0.615,0.615,0.538,0,0,10.692717341773118,7.17913412487021,21.19317077909462,11.97161533431569,12.094386610334446,4.1573253571129065,2.320744695720236,29.716571687360833,69.69110781874598
13980,"Blacksburg-Christiansburg, VA Metro Area",2014,1,-0.7401115580216707,0.39,0.538,0.538,0.615,0,0,10.704681637179208,6.565067135006515,21.696187132248877,11.97854449589814,12.100200888099428,4.43504457834004,2.4223492007025813,31.078239836263837,69.41825822086844
13980,"Blacksburg-Christiansburg, VA Metro Area",2015,1,-1.7762677392520105,0.29,0.538,0.538,0.538,0,0,10.727816492493142,6.114276044898189,21.041667913731075,11.998433280751929,12.103386328790714,4.545051584091488,2.476701277689742,32.29905029833319,69.07170798195942
13980,"Blacksburg-Christiansburg, VA Metro Area",2016,1,0.19242900508563446,0.48,0.714,0.714,0.538,0,0,10.767558244937659,5.608126289353305,20.90452740648885,12.008231277078183,12.10784220591476,4.581108512422223,2.563324654693085,32.547276767493535,68.89700366268038
13980,"Blacksburg-Christiansburg, VA Metro Area",2017,1,1.0213539500699067,0.56,0.692,0.692,0.714,0,0,10.827925009546052,5.169143571205427,20.68574010117282,12.03587726853406,12.111008935349716,4.499540863177227,2.611856177452258,33.164956024862526,68.70336462062102
13980,"Blacksburg-Christiansburg, VA Metro Area",2018,1,0.3996602413317025,0.5,0.462,0.462,0.692,0,0,10.862627023695124,4.835943494155346,20.697127658311267,12.07994236838596,12.113633839384029,4.517360330370021,2.7174360127453507,33.961443172635484,68.39876933876637
13980,"Blacksburg-Christiansburg, VA Metro Area",2023,1,1.0213539500699067,0.56,0.538,0.538,0.462,0,0,11.076387559107486,3.682474874371859,19.866964704185744,12.338853756763992,12.10958927780995,4.242724594587154,3.686572506263594,35.857534052339126,67.19583711902204
14020,"Bloomington, IN Metro Area",2013,1,-0.5578794258601288,1.84,0.417,0.417,0.333,0,0,10.614425534104623,7.633597078514912,23.4643179765131,11.901583454762012,11.989786776470444,2.7057560164120646,2.767828877536452,38.16918184699107,71.85119893731262
14020,"Bloomington, IN Metro Area",2014,1,-1.1759616674605595,1.56,0.333,0.333,0.417,0,0,10.655280928528807,7.650299286957766,23.477258862604216,11.923709734555993,11.997953165515051,2.585240915639507,2.8807673837288053,38.83508741691892,71.65039218825035
14020,"Bloomington, IN Metro Area",2015,1,-1.1097385701462277,1.59,0.462,0.462,0.333,0,0,10.66253950798379,7.012023295134323,23.464630495475795,11.933607538883253,12.00515525297413,2.5666886720946724,2.9151079488496054,39.52071056090219,71.46201618621483
14020,"Bloomington, IN Metro Area",2016,1,-0.6903256204887928,1.78,0.462,0.462,0.462,0,0,10.688028161525285,6.635972491215049,23.546529169991217,11.938846581645775,12.009631880175336,2.6964035781658855,2.9927584738027138,39.97134970094943,71.28217610904886
14020,"Bloomington, IN Metro Area",2017,1,-0.6241025231744608,1.81,0.417,0.417,0.462,0,0,10.739565562285108,6.273254005736469,23.469176872154183,11.953114009136778,12.016079739031644,2.714141469106915,3.0491012316119788,40.6915360695875,70.72608877038327
14020,"Bloomington, IN Metro Area",2018,1,-0.1605408419741379,2.02,0.417,0.417,0.417,0,0,10.765638838309634,6.292373364987331,23.239693784733056,11.981678312314312,12.021434407300859,2.602221540645053,3.0995724105580313,40.57948874630818,70.47347562259067
14020,"Bloomington, IN Metro Area",2019,1,-0.491656328545797,1.87,0.615,0.615,0.417,0,0,10.815730101563714,5.425414741049428,22.405441888780075,12.022149807369246,12.02751997754384,2.6766928079571537,3.144127773527161,40.81946609019154,70.14812069625096
14020,"Bloomington, IN Metro Area",2020,1,1.2080698358553874,2.64,0.75,0.75,0.615,0,0,10.863335734159111,6.244459655067943,21.51879590481388,12.087852014142742,12.032742544173674,2.86195085983398,3.2347834360059937,40.70881893368632,69.8641866660324
14020,"Bloomington, IN Metro Area",2021,1,1.517110956655602,2.78,0.167,0.167,0.75,0,0,10.897849819830439,6.299528775406564,20.738567897154113,12.157407473548894,11.992068452755603,2.941121825241997,3.30899429611876,42.13751203204405,69.5464764134292
14020,"Bloomington, IN Metro Area",2022,1,1.097698006998167,2.59,0.333,0.333,0.167,0,0,11.002066507315336,5.726975222066386,19.49059679208843,12.3207397205083,11.9918021123028,3.169873502409773,3.4523558782352284,43.01189443054776,68.94738146271357
14020,"Bloomington, IN Metro Area",2023,1,0.9873261781409477,2.54,0.25,0.25,0.333,0,0,11.050080153722805,5.400906644000567,18.97470950102529,12.39999333816748,11.990748443268096,3.106241008086521,4.188371285409535,44.03204245321234,68.3738899637843
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",2013,5,-0.7926579657038768,3.342,0.6474197349035161,0.51433565964938055,0.5381895818443838,0.8,0.6,11.200677438573198,8.303317922512482,10.233123383489517,12.80050385315096,15.342496429277256,6.917088846503187,9.374607701793854,43.39790275339824,65.29054066674514
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",2014,5,-0.796869649134739,3.338,0.5899336901442279,0.5740507909299971,0.6474197349035161,0.2,0.6,11.218473864211628,7.884536915925272,10.405871463658286,12.803809641285461,15.352566146917692,6.9983590188171005,9.681552464524962,44.01355812016701,65.27963764245703
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",2015,5,-0.8453040085896556,3.292,0.5667551008238528,0.48460939812104015,0.5899336901442279,0.4,0.2,11.230416654759107,7.038971804813989,10.406587247452716,12.818280883584768,15.361916014574872,7.105258953704976,9.98392822338172,44.635600686233595,65.21185668959744
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",2016,5,-0.868468267459398,3.27,0.7068993732742831,0.6750092952807193,0.5667551008238528,0.8,0.6,11.262012384709859,6.291103768080427,10.220403577782156,12.845819049363003,15.369191333135186,7.214934559059253,10.260604917396304,45.42882912430305,65.0517758674213
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",2017,5,-0.6536724124854213,3.474,0.7371945657490833,0.7173446988057955,0.7068993732742831,0.8,0.8,11.312496962399234,5.55283862150482,10.014772668418065,12.882836346839595,15.378262650542531,7.322353024013734,10.592702835913975,46.407866657654225,64.9310678097946
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",2018,5,-0.47046418324291245,3.6479999999999997,0.7210067170663886,0.69615658876162,0.7371945657490833,0.8,0.8,11.356365217799171,5.05711237071703,9.815291584097269,12.935310646234473,15.386567660427644,7.419926961850744,10.92670996639048,47.21531293570667,64.79959814885783
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",2019,5,-0.44519408265773824,3.672,0.6976420485944317,0.6698056094124069,0.7210067170663886,0.6,0.6,11.41125812115002,4.538991352178166,9.348765014944371,12.988831984779805,15.39084262199347,7.5621654575231165,11.145621609048687,48.0987243305726,64.64541239389729
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",2020,5,0.9488731329576783,4.996,0.44197898164637794,0.19643646454399888,0.6976420485944317,0.4,0.4,11.44611235892464,4.866916448243081,8.97768936618282,13.042237332925044,15.395480112066656,7.409417632993931,11.30860375940717,48.94580710725499,64.49000660788234
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",2021,5,1.7996331859918595,5.804,0.6518445180294704,0.6348863187535676,0.44197898164637794,0.8,0.8,11.503268990936915,5.136628213419794,8.988404094830306,13.097250676589253,15.407197856282322,7.293277931934456,11.595837158975003,49.70799892098539,64.45555096365455
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",2022,5,1.176304038224241,5.212,0.6250601625200641,0.5003303903947576,0.6518445180294704,0.4,0.4,11.581676973998272,5.013086585208152,8.957967415281367,13.253391639810733,15.407283153426375,7.139555036601906,11.798107216990957,50.529503816264544,64.21414247761147
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",2023,4,0.9478202120999623,4.995,0.5272929022507059,0.405698105217622,0.6250601625200641,0.25,0.25,11.63056626828985,4.822594754103721,8.886874119047475,13.322688558637859,15.408343568922925,7.026531515694148,12.04058189452262,51.22774338842749,63.86035963032018
14500,"Boulder, CO Metro Area",2013,1,-0.8613190741870613,0.8,0.333,0.333,0.083,0,0,11.126615715901805,7.340108699431008,14.21173466761384,12.768256561571306,12.615104717784426,0.7370330020725939,13.44661742041771,58.30199932577859,68.46900409204443
14500,"Boulder, CO Metro Area",2014,1,-1.4085831790856997,0.64,0.167,0.167,0.333,0,0,11.147743005961724,6.934294047006348,14.582543080091035,12.788288265382837,12.628611169827627,0.8100509231041466,13.593257440212868,58.1638700974882,68.21402122123696
14500,"Boulder, CO Metro Area",2015,1,0.09639310938555606,1.08,0.308,0.308,0.167,0,0,11.169885709330613,6.05980388291551,14.057494140904984,12.818009770664576,12.644430796940364,0.8250761211745884,13.704069257366983,58.89951696163338,68.00943128451257
14500,"Boulder, CO Metro Area",2016,1,-0.8271150676308964,0.81,0.714,0.714,0.308,0,0,11.188330414494908,5.6023256204735254,13.431954809116,12.876462838967504,12.657024053354801,0.8494685645669366,13.668576670350776,59.312664868549746,67.68515834769286
14500,"Boulder, CO Metro Area",2017,1,-0.45087099551308246,0.92,0.417,0.417,0.714,0,0,11.234123844324385,5.169708160741714,13.050179152827996,12.956308793074246,12.665969119126375,0.7977094658156082,13.750149945388312,60.37170059827856,67.45238050141738
